Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,description,filmed,keywords,length,nratings,nviews,speaker,ted_event,thumbnail,tid,title,url,title_idiap,related_themes,related_videos
0.141307919816,0.00854419980283,0.0923430824844,0.132106473874,0.0111731843575,0.121590535656,0.0101873151495,0.299046993099,0.0331909300033,0.0223463687151,0.0197173841604,0.00887282287217,0.0897140979297,0.00985869208018,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",20020228,"[Africa, animals, culture, environment, global issues, nature, primates, science]",27.4166666667,3043,1567463,Jane Goodall,TED2002,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/6a8a27b4553f4e39d96139e5199f5bf8a354b410_2880x1620.jpg?quality=89&w=600,11,What separates us from chimpanzees?,http://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes,Jane Goodall: What separates us from chimpanzees?,"[u""Evolution's Genius"", u'Animals That Amaze', u'A Greener Future?', u'Inspired by Nature']","[u'Susan Savage-Rumbaugh: The gentle genius of bonobos', u'Deborah Gordon: The emergent genius of ant colonies', u'Sheila Patek clocks the fastest animals']"
0.0326894502229,0.0148588410104,0.0812283308569,0.173848439822,0.00643883110451,0.131748390292,0.134720158494,0.182268449728,0.0733036156513,0.0411094601288,0.035661218425,0.0287270926201,0.0445765230312,0.0188211986132,Eva Vertes -- only 19 when she gave this talk -- discusses her journey toward studying medicine and her drive to understand the roots of cancer and Alzheimer’s.,20050225,"[cancer, disease, health, science, technology, wunderkind]",18.8166666667,2019,958119,Eva Vertes,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/224c743df7d6b7bcd025cbb072a418a11d90397a_1600x1200.jpg?quality=89&w=600,12,Meet the future of cancer research,http://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine,Eva Vertes looks to the future of medicine,"[u'Unconventional Explanations', u'The Creative Spark', u'Inspired by Nature', u'Might You Live a Great Deal Longer?']","[u'Dean Ornish: Your genes are not your fate', u'Alan Russell: The potential of regenerative medicine', u'Aubrey de Grey: A roadmap to end aging']"
0.051724137931,0.0344827586207,0.016091954023,0.0747126436782,0.112643678161,0.0988505747126,0.0264367816092,0.141379310345,0.0137931034483,0.185057471264,0.142528735632,0.0413793103448,0.00919540229885,0.051724137931,"In a wildly entertaining discussion with Richard Saul Wurman, architect Frank Gehry gives TEDsters his take on the power of failure, his recent buildings, and the all-important ""Then what?"" factor.",20020227,"[architecture, business, creativity, culture, design, interview, invention]",22.0,870,900499,Frank Gehry,TED2002,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/1f9f0f7abf107dd7fb496fee39325cbefe6f66a9_2880x1620.jpg?quality=89&w=600,13,"A master architect asks, Now what?",http://www.ted.com/talks/frank_gehry_asks_then_what,"Frank Gehry asks ""Then what?""","[u'Architectural Inspiration', u'The Creative Spark', u'Tales of Invention']","[u'Frank Gehry as a young rebel', u""Joshua Prince-Ramus on Seattle's library"", u'Thom Mayne on architecture as connection']"
0.139430284858,0.0794602698651,0.0104947526237,0.0869565217391,0.0194902548726,0.0314842578711,0.0839580209895,0.0644677661169,0.023988005997,0.127436281859,0.133433283358,0.0839580209895,0.0,0.115442278861,"Engineer and artist Golan Levin pushes the boundaries of what's possible with audiovisuals and technology. In an amazing TED display, he shows two programs he wrote to perform his original compositions.",20040226,"[art, entertainment, invention, music, performance, software, technology]",14.8833333333,667,568942,Golan Levin,TED2004,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/cf42ee3e183408cbbd6aaa5e824e605251ad91dc_2880x1620.jpg?quality=89&w=600,14,Software (as  art,http://www.ted.com/talks/golan_levin_on_software_as_art,Golan Levin on software (as) art,"[u'Spectacular Performance', u'Presentation Innovation', u'The Creative Spark', u'Art Unusual']","[u""Jonathan Harris: the Web's secret stories"", u'Jakob Trollback rethinks the music video', u'Vik Muniz: Art with wire, sugar, chocolate and string']"
0.0796112692647,0.0106999116521,0.01649160695,0.195248846569,0.0708746441543,0.237066849907,0.0315107489938,0.101403749877,0.0186512221459,0.0230686168646,0.0359281437126,0.0103072543438,0.145577697065,0.0235594385,"Anthropologist Helen Fisher takes on a tricky topic – love – and explains its evolution, its biochemical foundations and its social importance. She closes with a warning about the potential disaster inherent in antidepressant abuse.",20060223,"[cognitive science, culture, evolution, gender, love, psychology, relationships, science]",23.45,10187,8596727,Helen Fisher,TED2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/1c7b5b4e9425a4bd4b3b51a7c870208ee2fdc5d7_1920x1080.jpg?quality=89&w=600,16,"Why we love, why we cheat",http://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat,"Helen Fisher: Why we love, why we cheat","[u'Bold Predictions, Stern Warnings', u'Women Reshaping the World', u""Evolution's Genius"", u'Unconventional Explanations']","[u'Eve Ensler on security', u'Ben Dunlap: The life-long learner', u'Eddi Reader sings ""Kiteflyer\'s Hill""']"
0.0697954271961,0.00210589651023,0.0201564380265,0.204271961492,0.00391095066185,0.126052948255,0.113116726835,0.257821901324,0.100782190132,0.00992779783394,0.0105294825511,0.00782190132371,0.0682912154031,0.00541516245487,"In this inspiring talk about recent developments in biomimicry, Janine Benyus provides heartening examples of ways in which nature is already influencing the products and systems we build.",20050223,"[DNA, animals, biology, biomimicry, design, environment, evolution, fish, science, technology]",23.3166666667,3324,1754326,Janine Benyus,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/12_480x360.jpg?quality=89&w=600,18,Biomimicry's surprising lessons from nature's engineers,http://www.ted.com/talks/janine_benyus_shares_nature_s_designs,Janine Benyus: The promise of biomimicry,"[u""Evolution's Genius"", u'Inspired by Nature', u'Animals That Amaze', u'A Greener Future?']","[u'Robert Full: Engineering and evolution', u'Ron Eglash: The fractals at the heart of African designs', u'Paul Stamets: 6 ways mushrooms can save the world']"
0.01643017177,0.0321135175504,0.0115758028379,0.112023898432,0.00298730395818,0.0922330097087,0.0642270351008,0.0944734876774,0.0179238237491,0.0548917102315,0.0414488424197,0.00858849887976,0.400672143391,0.0504107542942,"Tech enthusiast Kevin Kelly asks ""What does technology want?"" and discovers that its movement toward ubiquity and complexity is much like the evolution of life.",20050223,"[choice, culture, evolution, future, history, philosophy, science, technology]",20.0,2678,1295671,Kevin Kelly,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/7ddac8199e485dc8fe198d34b726f76680e7b86e_2880x1620.jpg?quality=89&w=600,19,How technology evolves,http://www.ted.com/talks/kevin_kelly_on_how_technology_evolves,Kevin Kelly: How technology evolves,"[u'Technology, History and Destiny', u'Tales of Invention', u'Unconventional Explanations', u""Evolution's Genius""]","[u'Kevin Kelly: The next 5,000 days of the web', u'Ray Kurzweil: The accelerating power of technology', u'Jan Chipchase: The anthropology of mobile phones']"
0.030920861919,0.00773021547976,0.00821335394724,0.195960962412,0.154990820369,0.186684703836,0.105130930525,0.118562179921,0.0271523818726,0.0181660063774,0.0346893419654,0.00463812928785,0.0961445550295,0.0110155570587,"""Tipping Point"" author Malcolm Gladwell gets inside the food industry's pursuit of the perfect spaghetti sauce -- and makes a larger argument about the nature of choice and happiness.",20040225,"[business, choice, consumerism, culture, economics, food, marketing, media, storytelling]",17.5,10349,6480009,Malcolm Gladwell,TED2004,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/46f08b057c280fb6e471b1003bb9a78078c394ed_2880x1620.jpg?quality=89&w=600,20,"Choice, happiness and spaghetti sauce",http://www.ted.com/talks/malcolm_gladwell_on_spaghetti_sauce,"Malcolm Gladwell: Choice, happiness and spaghetti sauce","[u'What Makes Us Happy?', u'Not Business as Usual', u'Unconventional Explanations', u'Tales of Invention']","[u'Barry Schwartz: The paradox of choice', u'Seth Godin: How to get your ideas to spread', u""Chris Anderson of WIRED on tech's Long Tail""]"
0.0697368421053,0.0513157894737,0.0407894736842,0.0447368421053,0.127631578947,0.103947368421,0.0118421052632,0.106578947368,0.00394736842105,0.155263157895,0.113157894737,0.0539473684211,0.0302631578947,0.0868421052632,"The founding mother of the blog revolution, Movable Type's Mena Trott, talks about the early days of blogging, when she realized that giving regular people the power to share our lives online is the key to building a friendlier, more connected world.",20060222,"[business, communication, community, culture, design, entertainment, software, storytelling]",16.7666666667,760,488076,Mena Trott,TED2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/3_480x360.jpg?quality=89&w=600,21,Meet the founder of the blog revolution,http://www.ted.com/talks/mena_trott_tours_her_blog_world,Mena Trott on blogs,"[u'Media With Meaning', u'Master Storytellers', u'Hidden Gems', u'The Creative Spark']","[u""Jonathan Harris: the Web's secret stories"", u'Isabel Allende: Tales of passion', u'Helen Fisher: Why we love, why we cheat']"
0.0153608001905,0.00571564658252,0.0120266730174,0.0902595856156,0.316265777566,0.151702786378,0.0570373898547,0.042629197428,0.015479876161,0.00440581090736,0.0266730173851,0.0166706358657,0.228983091212,0.0167897118362,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",20060222,"[culture, entertainment, faith, illusion, religion, science]",13.4166666667,8398,4884723,Michael Shermer,TED2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/f9e5462fd10b5130015fab95f3be6ace3e0f4ef4_1600x1200.jpg?quality=89&w=600,22,Why people believe weird things,http://www.ted.com/talks/michael_shermer_on_believing_strange_things,Michael Shermer: Why people believe weird things,"[u""Evolution's Genius"", u'How the Mind Works', u'Unconventional Explanations']","[u'Al Seckel: Powerful visual illusions', u'Keith Barry: Brain magic', u'Julia Sweeney: Letting go of God']"
0.0277777777778,0.00966183574879,0.208937198068,0.0314009661836,0.006038647343,0.170289855072,0.0434782608696,0.259661835749,0.0386473429952,0.030193236715,0.0434782608696,0.0036231884058,0.109903381643,0.0169082125604,Musician and activist Peter Gabriel shares his very personal motivation for standing up for human rights with the watchdog group WITNESS -- and tells stories of citizen journalists in action.,20060222,"[TED Brain Trust, activism, art, collaboration, culture, film, global issues, music, social change, storytelling]",14.1333333333,828,812587,Peter Gabriel,TED2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/bea28f4156d498d4a66aee228e0bb8fbf0dd4cb4_2880x1620.jpg?quality=89&w=600,23,Fight injustice with raw video,http://www.ted.com/talks/peter_gabriel_fights_injustice_with_video,Peter Gabriel fights injustice with video,"[u'The Creative Spark', u'War and Peace', u'Media With Meaning', u'Hidden Gems']","[u'Sasa Vucinic invests in free press', u'Jeff Skoll makes movies that matter', u'James Nachtwey: My photographs bear witness']"
0.298432810937,0.00833611203735,0.0233411137046,0.139213071024,0.00350116705569,0.0025008336112,0.0695231743915,0.0868622874291,0.333777925975,0.00966988996332,0.0133377792598,0.00366788929643,0.00416805601867,0.00366788929643,"Two Pilobolus dancers perform ""Symbiosis."" Does it trace the birth of a relationship? Or the co-evolution of symbiotic species? Music: ""God Music,"" George Crumb; ""Fratres,"" Arvo Part; ""Morango...Almost a Tango,"" Thomas Oboe Lee.",20050224,"[dance, entertainment, nature, performance, science, science and art]",13.75,5998,2891018,Pilobolus,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/22_480x360.jpg?quality=89&w=600,24,"A dance of ""Symbiosis""",http://www.ted.com/talks/pilobolus_perform_symbiosis,,,
0.0188841201717,0.0068669527897,0.044635193133,0.0952789699571,0.0103004291845,0.271244635193,0.100429184549,0.216309012876,0.0214592274678,0.0257510729614,0.0592274678112,0.00515021459227,0.102145922747,0.0223175965665,"In 2006, open-learning visionary Richard Baraniuk explains the vision behind Connexions (now called OpenStax), an open-source, online education system. It cuts out the textbook, allowing teachers to share and modify course materials freely, anywhere in the world.",20060222,"[business, collaboration, culture, education, global issues, library, open-source, technology]",18.5666666667,1165,943744,Richard Baraniuk,TED2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/228_480x360.jpg?quality=89&w=600,25,The birth of the open-source learning revolution,http://www.ted.com/talks/richard_baraniuk_on_open_source_learning,Richard Baraniuk on open-source learning,"[u""What's Next in Tech"", u'The Rise of Collaboration', u'How We Learn', u'Tales of Invention']","[u'Neil Gershenfeld on Fab Labs', u'Nicholas Negroponte on One Laptop per Child', u'Howard Rheingold: The new power of collaboration']"
0.152508889767,0.016594231529,0.0161991307783,0.0711181351245,0.360726985381,0.00750691426314,0.145001975504,0.0738838403793,0.0359541683129,0.0134334255235,0.0509679968392,0.0272619517977,0.00829711576452,0.020545239036,"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.",20061129,"[culture, entertainment, love, performance, philosophy, poetry]",4.11666666667,2531,1680891,Rives,TEDSalon 2006,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/387_480x360.jpg?quality=89&w=600,26,If I controlled the Internet,http://www.ted.com/talks/rives_controls_the_internet,Rives: If I controlled the Internet …,"[u'Tales of Invention', u'Art Unusual', u'Spectacular Performance', u'Whipsmart Comedy']","[u'Rives: The  4 a.m. mystery', u""Ze Frank's nerdcore comedy"", u'Julia Sweeney: Letting go of God']"
0.136097820308,0.0393407761829,0.0409356725146,0.115364167996,0.0255183413078,0.0356193514088,0.0967570441255,0.187134502924,0.0483785220627,0.0622009569378,0.0356193514088,0.111111111111,0.010101010101,0.0558213716108,"Designer Ross Lovegrove expounds his philosophy of ""fat-free"" design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair.",20050224,"[DNA, biology, creativity, design, industrial design, invention, nature, product design, science and art]",19.5,1881,986082,Ross Lovegrove,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/fc59fdf3b9364bf5de442e9ab1d6b7ae9b11c6e2_1600x1200.jpg?quality=89&w=600,27,"Organic design, inspired by nature",http://www.ted.com/talks/ross_lovegrove_shares_organic_designs,Ross Lovegrove shares organic designs,"[u'Inspired by Nature', u""Evolution's Genius"", u'The Creative Spark', u'Presentation Innovation']","[u'Stefan Sagmeister: Happiness by design', u'Janine Benyus: The promise of biomimicry', u'Yves Behar: Designing objects that tell stories']"
0.0156918687589,0.00448339107398,0.0175259832892,0.110454452822,0.148970857958,0.1878948441,0.0841654778887,0.199103321785,0.0191563073161,0.00794782963114,0.0297534134909,0.00611371510088,0.156714897086,0.0120236396984,"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.",20030226,"[TED Brain Trust, business, choice, culture, marketing, storytelling]",17.0166666667,4907,5046289,Seth Godin,TED2003,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/eec7c4c3214fc9032dc22bfb79c29150bba07c6b_2880x1620.jpg?quality=89&w=600,28,How to get your ideas to spread,http://www.ted.com/talks/seth_godin_on_sliced_bread,Seth Godin: How to get your ideas to spread,"[u'Tales of Invention', u'Not Business as Usual', u'Presentation Innovation', u'The Creative Spark']","[u'Malcolm Gladwell: Choice, happiness and spaghetti sauce', u""Chris Anderson of WIRED on tech's Long Tail"", u'Yves Behar: Designing objects that tell stories']"
0.0062015503876,0.0031007751938,0.0439276485788,0.2,0.235142118863,0.264082687339,0.0852713178295,0.0206718346253,0.031007751938,0.0175710594315,0.0217054263566,0.00826873385013,0.0542635658915,0.00878552971576,"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.",20040226,"[business, cities, culture, economics, narcotics, race]",21.25,1935,2480815,Steven Levitt,TED2004,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/d0690bb3573f5127b79ff97e33bedade25158e9a_1600x1200.jpg?quality=89&w=600,29,The freakonomics of crack dealing,http://www.ted.com/talks/steven_levitt_analyzes_crack_economics,Steven Levitt: The freakonomics of McDonalds vs. drugs,"[u'The Creative Spark', u'Unconventional Explanations']","[u'Steven Levitt on child carseats', u'Emily Oster flips our thinking on AIDS in Africa', u'Malcolm Gladwell: Choice, happiness and spaghetti sauce']"
0.00560747663551,0.0214953271028,0.104672897196,0.0794392523364,0.0102803738318,0.282242990654,0.0560747663551,0.014953271028,0.0242990654206,0.0532710280374,0.0598130841121,0.0224299065421,0.190654205607,0.0747663551402,"Steven Levitt shares data that shows car seats are no more effective than seatbelts in protecting kids from dying in cars. However, during the question and answer session, he makes one crucial caveat.",20050711,"[business, cars, culture, economics, parenting, statistics, transportation]",18.9666666667,1070,665511,Steven Levitt,TEDGlobal 2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/21_480x360.jpg?quality=89&w=600,30,Surprising stats about child carseats,http://www.ted.com/talks/steven_levitt_on_child_carseats,Steven Levitt on child carseats,"[u'Not Business as Usual', u'Unconventional Explanations', u'Presentation Innovation', u'How the Mind Works']","[u'Steven Levitt: The freakonomics of McDonalds vs. drugs', u'Peter Donnelly: How stats fool juries', u'Michael Shermer: Why people believe weird things']"
0.0445269016698,0.122448979592,0.0204081632653,0.0909090909091,0.012987012987,0.103896103896,0.0779220779221,0.155844155844,0.0278293135436,0.113172541744,0.0816326530612,0.0333951762523,0.00371057513915,0.111317254174,"Architect Thom Mayne has never been one to take the easy option, and this whistle-stop tour of the buildings he's created makes you glad for it. These are big ideas cast in material form.",20050224,"[architecture, cities, culture, design, invention]",20.6666666667,539,583655,Thom Mayne,TED2005,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/200_480x360.jpg?quality=89&w=600,31,How architecture can connect us,http://www.ted.com/talks/thom_mayne_on_architecture_as_connection,Thom Mayne on architecture as connection,"[u'Architectural Inspiration', u'A Greener Future?', u'The Creative Spark', u'Hidden Gems']","[u'Ross Lovegrove shares organic designs', u'Thom Mayne on architecture as connection', u'Liz Diller plays with architecture']"
